index,country,surveyelapse,GS1,GS2,GS3,GS4,GS5,GS6,GS7,GS8,GS9,GS10,GS11,GS12,VCL1,VCL2,VCL3,VCL4,VCL5,VCL7,VCL8,VCL10,VCL11,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,operatingsystem,browser,introelapse,testelapse,Extraversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Grit,highgrit
2490,US,153,4,3,4,4,5,5,4,5,5,5,4,5,1,1,1,1,1,0,1,1,0,1,1,1,1,Graduate,Suburban,Female,Yes,39,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,Yes,Never married,3,4,5,5,4,3,5,4,2,4,5,4,4,4,4,4,5,4,5,3,5,5,5,4,4,4,3,5,5,4,5,2,2,2,2,2,2,2,5,3,2,4,4,2,1,4,5,4,4,2,3,Windows,Microsoft Internet Explorer,5,173,4.1,4.2,4.4,2.4,3.3,4.416666666666667,1
2491,US,252,4,3,3,4,2,5,2,2,4,5,2,1,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Female,Yes,36,Right,Christian (Other),Heterosexual,Indigenous/Native/White,Yes,Never married,3,1,1,2,1,2,3,1,1,3,1,1,2,2,2,3,2,3,2,2,3,2,4,3,4,3,5,3,3,3,2,4,3,5,1,2,4,5,4,4,3,3,4,5,4,3,5,1,2,4,4,iOS,Safari,4,276,1.6,2.2,3.2,3.5,3.5,3.0833333333333335,0
2492,US,221,5,3,2,3,4,3,4,5,3,5,3,5,1,1,0,1,1,0,1,1,0,1,1,1,1,Graduate,Urban,Female,Yes,35,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,Yes,Never married,1,5,5,4,4,4,5,4,5,5,4,4,2,2,3,4,2,2,2,2,4,5,5,3,4,4,4,5,5,3,5,4,5,5,5,3,5,4,3,2,5,5,5,5,4,5,5,5,5,5,5,Windows,Chrome,18,231,4.5,2.7,4.3,4.1,4.9,3.75,1
2493,US,195,5,2,3,4,2,4,1,2,2,3,1,4,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Rural,Female,Yes,33,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Previously married,3,4,5,5,4,5,5,3,3,5,2,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,1,4,3,1,3,4,4,3,3,5,5,5,5,5,5,5,3,5,5,ChromeOS,Chrome,18,219,4.1,4.8,4.9,3.0,4.8,2.75,0
2495,IN,204,5,3,4,5,1,4,3,3,5,3,4,5,1,1,1,1,1,0,0,1,0,0,1,1,1,University,Urban,Female,No,42,Right,Muslim,Bisexual,Asian,Yes,Currently married,7,2,2,3,1,2,2,1,1,1,2,4,3,2,4,4,3,5,5,3,5,5,4,5,5,4,5,3,3,4,5,3,2,5,4,4,1,3,5,4,5,5,3,5,3,5,5,5,1,4,5,Linux,AndroidBrowser,18,201,1.7,3.8,4.3,3.6,4.1,3.75,1
2499,CA,208,4,1,4,4,3,3,3,4,4,5,4,4,1,1,1,1,1,0,0,1,1,1,1,1,1,University,Suburban,Female,Yes,56,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,Yes,Currently married,3,4,5,3,2,4,5,3,1,1,4,1,2,1,2,1,3,2,3,1,2,5,5,5,5,5,5,5,5,5,4,2,4,3,4,4,4,5,2,3,3,5,3,5,5,3,3,5,5,5,3,Windows,Chrome,13,203,3.2,1.8,4.9,3.4,4.2,3.5833333333333335,1
2500,CA,108,4,1,5,4,4,4,4,2,5,3,4,4,1,1,1,1,1,0,1,1,0,1,1,1,1,High school,Suburban,Female,Yes,20,Right,Christian (Mormon),Heterosexual,Indigenous/Native/White,No,Never married,4,1,2,1,2,1,2,1,1,1,1,2,2,2,2,4,4,4,4,4,2,4,4,5,3,4,2,4,2,4,4,4,1,5,4,1,1,4,4,4,4,5,5,5,5,4,1,5,5,5,5,Windows,Chrome,2,109,1.3,3.0,3.6,3.2,4.5,3.6666666666666665,1
2501,US,198,3,1,1,2,1,5,1,2,5,4,2,3,1,1,0,1,1,0,0,1,0,0,0,1,1,University,Suburban,Female,Yes,38,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Currently married,2,3,2,4,3,2,3,2,1,1,1,1,3,1,4,5,1,1,1,2,3,5,3,3,5,5,4,3,5,5,3,5,2,4,5,3,3,5,5,5,5,3,1,4,5,3,1,4,1,5,3,Windows,Microsoft Internet Explorer,9,211,2.2,2.2,4.1,4.2,3.0,2.5,0
2504,CA,167,3,2,2,2,3,5,4,3,4,3,3,5,1,1,0,1,1,0,0,1,0,1,1,1,1,Graduate,Rural,Female,Yes,54,Left,Other,Heterosexual,Indigenous/Native/White,No,Currently married,3,4,4,3,3,4,4,4,3,2,3,2,2,2,1,2,3,2,2,2,2,5,4,4,4,4,4,5,3,5,5,4,2,5,3,3,2,4,3,2,4,5,3,5,3,5,5,4,4,4,5,Windows,Microsoft Internet Explorer,57,175,3.4,2.0,4.3,3.2,4.3,3.25,0
2507,IE,201,3,4,5,2,3,5,2,2,3,2,4,5,1,1,1,1,1,0,0,1,1,0,1,1,1,High school,Suburban,Male,Yes,47,Right,Buddhist,Heterosexual,Indigenous/Native/White,No,Currently married,3,1,1,2,2,1,1,1,1,1,1,2,2,2,4,5,4,5,5,2,4,2,1,5,1,2,5,2,2,1,4,1,5,1,4,5,4,5,5,5,5,1,2,2,3,4,3,4,4,4,2,Windows,Microsoft Internet Explorer,5,212,1.2,3.5,2.5,4.0,2.9,3.3333333333333335,1
2510,US,155,5,2,2,2,1,4,3,1,5,5,1,5,1,1,0,1,1,0,0,0,0,0,1,1,1,University,Suburban,Male,Yes,18,Right,Atheist,Other,Indigenous/Native/White,Yes,Never married,1,2,3,3,2,4,2,3,1,2,2,1,4,2,3,3,3,2,2,2,4,4,5,2,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,5,Macintosh,Chrome,2,100,2.4,2.6,3.8,3.6,4.0,3.0,0
2511,US,166,5,3,3,4,4,5,4,4,5,5,4,5,1,1,0,1,1,1,1,1,0,0,1,1,1,University,Urban,Female,Yes,33,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,Yes,Currently married,3,3,5,3,5,5,3,1,3,5,3,1,3,1,1,3,1,3,1,3,1,5,5,3,5,5,5,5,5,5,5,3,3,5,5,3,3,5,3,5,5,5,5,3,5,3,5,5,5,5,3,Windows,Microsoft Internet Explorer,16,201,3.6,1.8,4.8,4.0,4.4,4.25,1
2513,US,326,5,3,3,5,3,5,3,4,4,5,1,4,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Rural,Male,Yes,40,Both,Other,Homosexual,Indigenous/Native/White,Yes,Currently married,3,5,5,5,3,5,5,5,4,5,4,2,3,3,2,2,2,2,2,2,2,4,5,3,5,4,4,4,4,4,5,4,1,5,3,2,2,4,3,3,4,5,5,5,4,5,5,4,4,5,5,iOS,Unknown,21,365,4.6,2.2,4.2,3.1,4.7,3.75,1
2514,US,192,5,4,4,4,4,5,4,5,5,5,4,5,1,1,0,1,1,0,1,1,0,0,1,1,1,University,Suburban,Female,Yes,23,Right,Jewish,Heterosexual,Indigenous/Native/White,No,Never married,2,1,4,4,3,2,5,2,2,2,2,2,2,2,4,3,4,4,4,2,4,4,5,4,2,3,2,5,4,3,3,5,4,5,5,4,5,5,5,5,5,4,2,2,4,4,2,3,4,5,4,Linux,Chrome,82,1819,2.7,3.1,3.5,4.8,3.4,4.5,1
2516,GB,141,5,1,3,1,4,5,1,3,5,1,1,5,1,0,0,1,1,0,0,1,0,0,0,1,1,High school,Rural,Female,Yes,21,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,2,1,3,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,5,5,3,5,5,1,1,1,1,1,1,5,1,5,1,Windows,Microsoft Internet Explorer,4,175,1.8,1.0,5.0,3.2,1.8,2.9166666666666665,0
2518,US,107,4,2,3,5,4,5,3,4,5,4,2,5,1,0,0,1,1,0,0,0,0,0,1,1,0,University,Suburban,Female,No,21,Right,Christian (Catholic),Heterosexual,Other,Yes,Never married,1,4,5,5,4,5,5,5,3,4,4,2,4,2,2,4,3,3,2,4,4,5,5,4,5,5,5,2,4,4,4,3,3,3,2,3,4,3,4,2,4,3,3,3,4,3,4,3,2,2,3,Windows,Chrome,2,164,4.4,3.0,4.3,3.1,3.0,3.8333333333333335,1
2519,GB,426,5,2,2,3,4,5,5,4,5,5,1,5,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Male,No,20,Right,Other,Heterosexual,Indigenous/Native/White,No,Never married,2,4,2,3,2,2,3,3,2,3,1,2,4,1,3,4,4,1,1,4,2,4,3,3,4,2,2,2,4,5,3,5,5,5,5,5,5,4,3,4,4,4,5,5,5,4,2,5,4,5,5,Windows,Firefox,26,603,2.5,2.6,3.2,4.5,4.4,3.8333333333333335,1
2520,US,132,5,1,3,4,3,5,4,4,3,4,3,4,1,1,1,1,1,0,0,1,0,1,1,1,1,University,Urban,Male,Yes,21,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,6,4,2,2,3,3,4,4,3,3,2,5,5,2,4,5,4,5,4,4,5,5,4,2,5,5,5,4,5,5,3,2,2,2,4,2,3,2,2,2,3,3,4,2,5,4,4,5,3,5,4,Windows,Firefox,6,162,3.0,4.3,4.3,2.4,3.9,3.5833333333333335,1
2521,CA,142,4,3,4,4,3,4,4,3,4,2,3,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Male,Yes,23,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,3,3,3,4,3,3,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,1,4,5,4,4,2,4,4,4,3,3,5,5,4,2,4,5,4,4,4,4,4,4,4,3,4,4,2,4,3,Windows,Chrome,43,151,3.4,3.9,3.5,4.0,3.6,3.5,1
2523,GB,183,3,1,3,4,1,5,2,3,2,3,3,3,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Rural,Male,Yes,29,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,5,4,5,4,4,4,5,3,4,4,3,3,4,2,3,2,3,4,3,2,3,5,4,3,4,5,5,5,4,4,3,3,2,3,2,2,4,3,4,2,4,2,5,5,5,5,5,5,4,4,5,Windows,Microsoft Internet Explorer,7,231,4.0,2.9,4.2,2.9,4.5,2.75,0
2524,US,190,3,2,1,2,3,5,3,1,5,5,2,3,1,0,0,1,0,0,0,1,0,0,1,1,1,High school,Rural,Female,Yes,25,Right,Christian (Other),,Black,Yes,Never married,3,4,3,3,3,3,3,3,1,3,1,1,2,1,4,2,3,2,2,2,2,2,3,5,4,4,3,3,4,4,4,4,4,5,4,3,4,2,3,4,4,2,2,4,5,4,5,3,2,4,4,Windows,Microsoft Internet Explorer,6,248,2.7,2.1,3.6,3.7,3.5,2.9166666666666665,0
2527,GB,412,3,3,4,3,3,3,4,3,4,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,Graduate,Suburban,Female,No,40,Right,Christian (Catholic),Heterosexual,Other,No,Previously married,4,4,3,5,5,5,4,3,4,4,4,1,2,2,4,2,3,4,4,4,4,2,4,5,5,3,5,3,4,5,5,3,3,3,3,3,3,3,3,3,3,4,2,4,4,4,4,4,3,4,4,Windows,Chrome,4,521,4.1,3.0,4.1,3.0,3.7,3.1666666666666665,0
2528,US,179,4,3,5,1,4,5,4,3,4,5,4,4,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Urban,Female,Yes,19,Right,Christian (Catholic),Heterosexual,Asian,No,Never married,1,2,2,3,3,2,3,2,2,4,2,1,3,1,3,2,2,4,4,1,3,3,3,5,4,3,4,4,4,5,4,5,5,5,5,5,4,5,3,5,4,3,4,4,4,4,4,4,3,5,3,Windows,Chrome,6,158,2.5,2.4,3.9,4.6,3.8,3.8333333333333335,1
2530,US,126,4,3,4,2,4,4,5,3,4,4,3,4,1,1,0,1,1,0,1,0,0,1,1,1,1,High school,Urban,Female,Yes,24,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,2,2,3,3,4,5,5,3,3,3,3,2,3,2,3,4,2,4,4,3,4,5,5,5,3,5,3,5,4,4,4,4,3,4,5,4,5,5,3,4,3,3,5,3,5,3,4,3,2,5,3,Windows,Chrome,4,207,3.4,3.1,4.3,4.0,3.6,3.6666666666666665,1
2532,GB,355,4,4,4,2,4,5,4,4,5,3,4,5,1,0,1,1,1,0,0,1,1,1,1,1,1,High school,Urban,Female,Yes,53,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Currently married,4,3,3,3,3,3,4,2,1,2,2,3,5,2,3,4,3,4,5,4,3,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,3,3,3,4,4,4,4,4,4,Linux,Chrome,21,458,2.6,3.6,4.4,4.9,3.7,4.0,1
2534,US,136,3,4,5,3,4,5,3,4,4,2,4,4,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Urban,Female,Yes,20,Left,Atheist,Heterosexual,Other,Yes,Never married,3,1,4,4,2,3,4,1,1,1,1,1,2,1,2,4,2,2,2,2,3,1,5,5,5,4,5,5,5,5,5,4,5,4,3,5,5,5,5,4,4,3,4,4,4,4,4,5,2,4,2,Windows,Chrome,7,172,2.2,2.1,4.5,4.4,3.6,3.75,1
2535,FI,141,4,4,4,3,1,5,3,5,4,3,4,3,1,1,0,1,1,0,0,1,0,0,0,1,1,University,Rural,Female,No,24,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Never married,4,1,4,4,3,5,5,4,5,5,3,4,5,4,3,2,4,2,2,4,5,4,5,5,4,4,4,5,2,4,5,1,3,4,4,2,4,4,3,4,4,4,4,4,2,3,4,5,2,3,3,Windows,Chrome,5,226,3.9,3.5,4.2,3.3,3.4,3.5833333333333335,1
2537,GB,101,5,2,3,2,4,5,4,4,4,4,2,4,1,0,0,1,1,0,0,1,0,0,0,0,1,University,Urban,Female,Yes,21,Right,Christian (Other),Heterosexual,Indigenous/Native/White,No,Never married,1,4,4,4,5,5,4,3,4,4,3,1,1,1,2,2,1,1,2,1,3,5,3,3,4,5,5,5,4,4,4,5,5,5,3,5,5,5,5,5,4,3,4,5,5,4,5,4,2,5,4,Macintosh,Safari,26,127,4.0,1.5,4.2,4.7,4.1,3.5833333333333335,1
2538,CA,136,5,1,4,3,4,5,4,3,5,5,3,5,1,1,0,1,1,0,1,1,0,0,1,1,1,University,Urban,Female,No,21,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,2,2,4,5,3,5,4,1,3,3,3,2,2,1,1,2,1,2,2,1,2,5,5,5,5,5,5,5,4,5,5,5,5,2,3,3,4,4,4,5,3,4,4,5,5,3,5,4,4,5,5,Macintosh,Chrome,3,166,3.3,1.6,4.9,3.8,4.4,3.9166666666666665,1
2539,CA,109,5,2,1,4,1,5,2,2,3,2,2,5,1,1,0,1,1,0,1,1,0,0,1,1,1,University,Urban,Female,Yes,26,Right,Atheist,Heterosexual,Indigenous/Native/White,No,Never married,3,3,5,4,4,4,4,4,2,2,2,2,4,1,4,5,4,4,5,4,5,5,4,5,5,5,4,5,5,5,5,4,2,5,2,2,2,4,4,2,4,4,4,5,2,4,5,4,4,4,4,Windows,Chrome,6,141,3.4,3.8,4.8,3.1,4.0,2.8333333333333335,0
2540,GB,249,4,2,4,5,1,4,2,2,4,5,4,4,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Urban,Female,Yes,25,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,2,3,1,3,3,2,1,2,3,2,2,1,2,2,2,3,2,1,1,4,3,5,3,4,5,3,4,3,3,3,3,4,3,2,3,3,3,4,3,2,3,3,2,1,3,2,3,3,3,4,1,Windows,Chrome,4,219,2.2,2.1,3.6,3.0,2.5,3.4166666666666665,1
2541,US,165,4,4,3,5,4,5,4,4,5,5,3,5,1,1,0,1,1,0,0,1,0,1,1,1,1,High school,Suburban,Male,Yes,23,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Currently married,2,3,3,5,3,5,5,5,2,5,2,5,4,3,5,5,2,3,3,2,5,1,5,3,1,3,1,3,1,4,3,5,3,5,5,3,4,4,4,3,5,4,5,3,4,5,5,5,4,5,5,Windows,Chrome,11,160,3.8,3.7,2.5,4.1,4.5,4.25,1
2545,CA,186,3,4,3,3,3,5,4,3,3,2,3,4,1,0,0,1,1,0,0,0,0,0,0,0,1,High school,Urban,Female,Yes,18,Right,Hindu,Other,Other,No,Never married,2,3,3,3,3,3,4,3,3,3,3,1,5,1,4,2,2,1,1,1,2,4,3,3,4,4,4,4,3,4,4,3,4,4,3,2,4,4,3,3,4,2,3,4,3,3,4,2,2,4,3,Macintosh,Chrome,2,166,3.1,2.0,3.7,3.4,3.0,3.3333333333333335,1
2546,US,175,4,1,3,2,2,4,2,1,3,4,3,4,1,0,0,1,1,0,0,0,0,0,0,1,1,High school,Suburban,Male,Yes,19,Left,,Heterosexual,Indigenous/Native/White,No,Never married,2,2,1,3,2,2,3,2,1,1,1,4,4,2,2,4,4,3,4,4,3,4,3,4,4,2,4,4,4,4,2,3,4,4,3,2,2,4,3,2,3,4,4,4,4,5,5,4,2,4,4,Windows,Chrome,8,189,1.8,3.4,3.5,3.0,4.0,2.75,0
2548,ZA,207,5,2,3,4,3,5,4,3,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Graduate,Suburban,Female,Yes,33,Right,Atheist,Homosexual,Indigenous/Native/White,Yes,Never married,3,4,2,3,2,3,3,1,1,2,1,2,2,1,1,1,4,5,5,2,1,4,4,3,5,4,5,4,1,4,3,3,3,5,4,1,1,5,5,2,5,4,5,3,5,4,2,5,5,5,4,iOS,ChromeiOS,4,180,2.2,2.4,3.7,3.4,4.2,3.9166666666666665,1
2549,GB,151,5,1,4,4,4,5,4,5,5,5,1,5,1,1,1,1,1,0,0,1,0,1,1,1,1,University,Urban,Male,Yes,25,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Never married,3,4,5,5,4,5,5,3,3,3,4,5,5,5,4,3,5,4,4,4,4,5,5,3,3,3,4,3,3,2,3,2,1,3,3,2,3,3,4,4,4,5,5,4,3,4,5,5,5,4,5,Windows,Chrome,3,171,4.1,4.3,3.4,2.9,4.5,4.0,1
2551,NO,207,3,3,4,4,1,5,1,1,3,2,3,2,0,0,0,0,1,0,0,0,0,0,1,0,1,Graduate,Suburban,Male,No,25,Right,Atheist,Bisexual,Indigenous/Native/White,Yes,Never married,3,4,5,5,4,5,4,3,2,2,3,2,4,2,4,4,3,3,2,2,3,4,4,4,5,3,4,4,3,5,4,2,3,3,4,2,4,3,4,2,3,5,5,5,1,4,5,4,5,5,4,Macintosh,Safari,3,255,3.7,2.9,4.0,3.0,4.3,2.6666666666666665,0
2554,US,153,3,3,4,4,3,5,4,4,4,5,3,4,1,1,1,1,1,0,1,1,0,1,1,1,1,University,Urban,Female,Yes,20,Right,Christian (Protestant),Heterosexual,Indigenous/Native/White,No,Never married,2,3,4,3,4,2,4,2,3,3,4,2,2,1,1,2,1,1,2,2,2,5,5,5,5,5,5,5,4,5,3,4,1,4,2,2,1,4,5,4,3,5,4,5,5,4,4,5,5,4,4,Windows,Chrome,7,125,3.2,1.6,4.7,3.0,4.5,3.8333333333333335,1
2556,US,250,5,3,3,5,4,5,3,4,4,4,3,4,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Rural,Female,Yes,49,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,Yes,Currently married,3,3,3,4,3,4,4,4,3,3,2,4,4,2,2,4,5,5,5,4,4,5,5,5,5,5,4,5,4,5,3,4,2,5,5,4,4,4,5,4,4,4,5,4,5,4,5,4,1,4,4,Macintosh,Safari,9,193,3.3,3.9,4.6,4.1,4.0,3.9166666666666665,1
2558,US,196,5,2,2,3,2,4,3,3,4,4,2,3,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Rural,Female,Yes,20,Right,Buddhist,Heterosexual,Indigenous/Native/White,No,Never married,3,4,5,4,3,4,4,3,3,4,3,2,3,2,3,5,2,4,4,3,4,5,5,5,5,4,5,5,5,5,4,3,3,5,4,2,3,3,5,3,3,4,4,5,5,4,5,4,4,5,5,Windows,Firefox,7,173,3.7,3.2,4.8,3.4,4.5,3.0833333333333335,0
2559,LK,494,2,2,2,3,4,4,4,4,4,3,4,3,1,0,0,1,0,0,0,1,0,0,0,0,1,Graduate,Urban,Female,No,30,Right,Christian (Other),Heterosexual,Indigenous/Native/White,No,Never married,3,2,4,3,4,2,4,4,2,3,2,3,4,2,4,2,2,4,4,2,5,2,4,3,4,4,5,4,4,4,5,3,2,4,4,4,4,4,2,2,4,2,2,5,2,4,5,4,2,4,3,Windows Phone,Microsoft Internet Explorer,32,1060,3.0,3.2,3.9,3.3,3.3,3.25,0
2560,US,97,4,1,2,3,1,5,1,1,3,2,1,3,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Urban,Male,Yes,46,Left,Atheist,Heterosexual,Indigenous/Native/White,Yes,Previously married,4,4,2,4,3,3,3,3,2,4,1,2,4,4,3,2,2,2,3,1,3,2,4,3,3,4,4,4,4,2,3,4,1,4,2,2,1,4,2,4,3,4,4,3,3,3,4,5,4,4,4,Windows,Chrome,10,125,2.9,2.6,3.3,2.7,3.8,2.25,0
2562,ES,262,3,2,4,4,3,4,4,5,3,5,3,4,1,1,1,1,1,1,0,1,0,1,1,1,1,University,Urban,Female,No,25,Right,Atheist,Heterosexual,Indigenous/Native/White,Yes,Never married,2,4,3,4,2,4,4,4,1,2,2,4,5,2,1,4,4,5,5,4,3,5,4,5,4,5,4,5,3,4,3,4,2,4,5,4,1,3,4,4,4,5,5,5,5,4,5,5,2,2,5,Linux,AndroidBrowser,4,159,3.0,3.7,4.2,3.5,4.3,3.6666666666666665,1
2563,US,135,1,1,1,3,2,4,2,2,4,2,3,4,1,1,1,1,1,0,1,1,0,1,1,1,1,Graduate,Suburban,Female,Yes,40,Right,Agnostic,Heterosexual,Indigenous/Native/White,Yes,Currently married,2,2,2,4,2,3,3,2,1,1,1,4,4,4,2,5,4,4,4,4,3,4,2,3,4,2,2,4,2,4,3,4,5,2,4,2,4,4,4,4,4,4,2,4,2,4,4,4,3,4,4,Windows,Chrome,24,179,2.1,3.8,3.0,3.7,3.5,2.4166666666666665,0
2566,BE,354,4,5,4,2,3,5,4,3,5,4,3,4,1,1,0,1,0,0,0,1,0,0,0,1,1,Graduate,Rural,Female,No,30,Left,Buddhist,Heterosexual,Asian,No,Currently married,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5,5,1,3,1,5,5,4,2,4,2,1,3,1,2,4,4,5,1,2,2,5,4,5,5,1,3,4,Windows,Firefox,5,441,1.2,1.5,3.9,2.8,3.2,3.8333333333333335,1
2570,DE,207,4,3,4,4,3,4,3,4,4,5,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,University,Urban,Female,No,34,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,2,3,4,3,4,4,4,4,3,4,4,4,2,2,4,4,3,2,2,3,2,5,4,5,4,5,4,5,5,5,5,4,2,4,4,2,4,3,3,3,4,5,5,5,4,4,5,4,5,4,4,Linux,AndroidBrowser,55,174,3.7,2.8,4.7,3.3,4.5,3.6666666666666665,1
2571,AU,262,3,1,1,1,1,5,1,1,2,2,2,4,1,1,0,1,1,0,0,1,0,0,1,1,1,High school,Suburban,Female,Yes,35,,Christian (Other),Heterosexual,Indigenous/Native/White,No,Previously married,2,2,3,1,1,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,4,2,3,5,3,5,2,3,5,4,1,1,4,1,1,1,3,3,1,4,3,5,5,5,1,5,2,1,3,2,Linux,Chrome,44,197,2.1,1.0,3.6,2.0,3.2,2.0,0
2572,CA,133,3,2,3,2,2,4,2,1,2,5,3,4,1,1,0,0,1,0,0,1,0,0,1,1,1,High school,Urban,Female,No,18,Right,Other,Heterosexual,Asian,No,Never married,4,3,3,3,2,2,4,2,1,3,1,2,3,2,3,3,2,2,3,2,4,4,3,2,4,4,4,4,4,4,3,3,2,4,3,2,3,4,4,3,3,3,4,4,3,3,4,4,2,5,2,Windows,Chrome,99,211,2.4,2.6,3.6,3.1,3.4,2.75,0
2573,RU,123,5,1,3,2,2,2,2,2,3,4,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Urban,Male,No,25,Right,Other,Heterosexual,Indigenous/Native/White,No,Never married,1,4,4,2,4,4,3,2,3,4,4,3,2,1,2,2,3,3,3,2,3,2,4,2,4,2,3,3,1,4,4,3,2,4,2,1,2,4,1,2,3,4,3,5,3,4,5,4,4,5,4,Windows,Chrome,4,161,3.4,2.4,2.9,2.4,4.1,2.3333333333333335,0
2575,CA,161,5,1,4,2,4,5,4,4,4,3,4,5,1,1,0,1,1,0,1,1,0,0,1,1,1,High school,Urban,Male,Yes,18,Right,Christian (Catholic),Heterosexual,Indigenous/Native/White,No,Never married,12,3,3,4,3,4,4,2,3,4,3,3,1,1,1,3,3,2,3,4,3,5,3,5,5,4,5,5,5,5,4,3,2,4,4,3,2,4,5,3,4,3,5,5,4,5,5,5,5,5,5,Macintosh,Chrome,11,245,3.3,2.4,4.6,3.4,4.7,3.75,1
2577,US,327,3,1,5,2,3,4,1,2,1,3,3,2,1,1,0,1,1,0,0,1,0,1,1,1,1,University,Suburban,Female,Yes,53,Left,Christian (Catholic),Heterosexual,Indigenous/Native/White,Yes,Previously married,6,2,4,2,2,3,4,2,5,1,2,2,1,2,1,1,1,2,4,2,2,5,5,3,5,4,4,4,4,4,2,4,1,4,2,1,1,5,4,2,3,5,2,4,5,4,4,2,4,5,3,Windows,Chrome,9,372,2.7,1.8,4.0,2.7,3.8,2.5,0
2579,US,251,5,1,3,5,1,5,4,4,4,5,3,5,1,1,1,1,1,0,1,1,0,1,1,1,1,University,Suburban,Female,Yes,24,Left,Other,Heterosexual,Indigenous/Native/White,No,Never married,3,2,5,2,3,3,3,1,1,1,1,1,3,2,3,4,4,5,5,5,4,5,3,5,5,4,5,3,5,5,4,3,3,5,5,3,4,3,5,4,4,5,5,5,5,4,5,5,3,5,5,Macintosh,Chrome,11,156,2.2,3.6,4.4,3.9,4.7,3.75,1
2581,GB,109,3,4,4,3,3,3,3,2,3,1,4,3,1,1,1,1,1,0,0,1,0,1,1,1,1,High school,Urban,Female,Yes,19,Right,Atheist,Other,Indigenous/Native/White,Yes,Never married,3,2,1,3,1,2,2,1,1,1,1,2,4,1,3,4,2,3,3,3,4,5,4,5,5,4,5,4,5,5,4,3,2,4,4,2,1,3,2,2,4,3,4,2,3,3,3,4,2,1,2,Windows,Chrome,11,125,1.5,2.9,4.6,2.7,2.7,3.0,0
2583,GB,123,3,3,4,4,4,5,4,3,5,5,3,5,1,1,1,1,1,1,0,1,1,1,1,1,1,Graduate,Suburban,Female,Yes,40,Right,Agnostic,Heterosexual,Indigenous/Native/White,No,Never married,2,3,4,4,3,5,5,3,2,4,4,5,4,2,5,4,4,3,5,2,5,4,4,5,4,4,3,3,3,3,2,4,2,5,4,3,2,4,4,3,4,5,4,5,4,4,5,5,5,5,4,Windows,Chrome,4,148,3.7,3.9,3.5,3.5,4.6,4.0,1
