surveyelapse,VCL1,VCL2,VCL3,VCL4,VCL5,VCL7,VCL8,VCL10,VCL11,VCL13,VCL14,VCL15,VCL16,familysize,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,introelapse,testelapse,Grit,highgrit,survey_time_score,vocab_score,married_Currently married,married_Never married,married_Previously married,married_Unknown,browser_AndroidBrowser,browser_Chrome,browser_ChromeiOS,browser_Firefox,browser_Microsoft Internet Explorer,browser_Opera,browser_Safari,browser_SeaMonkey,browser_UCBrowser,browser_Unknown,operatingsystem_Blackberry,operatingsystem_ChromeOS,operatingsystem_Linux,operatingsystem_Macintosh,operatingsystem_Unknown,operatingsystem_Windows,operatingsystem_Windows Phone,operatingsystem_iOS,age_group_18-30,age_group_30-45,age_group_45+
319,1,1,1,1,1,0,0,1,0,1,1,1,1,4,1,3,2,2,4,4,2,1,1,2,5,4,5,1,2,2,2,2,2,2,5,4,5,4,4,4,4,4,4,3,4,2,5,4,1,4,4,2,4,4,5,5,5,5,5,5,4,4,5,4,3,223,2.333333333333333,0,545,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
206,1,1,0,1,1,0,0,1,0,0,1,1,1,2,3,3,4,3,4,4,4,1,1,1,1,4,2,3,3,3,1,1,3,3,1,5,3,5,5,5,5,5,5,5,3,1,5,1,1,1,3,1,2,3,2,4,5,5,5,1,5,1,5,5,16,203,3.333333333333333,1,425,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
268,1,0,0,1,0,0,0,1,0,0,0,1,1,4,3,1,1,1,3,1,1,3,3,1,1,1,1,5,1,1,1,1,3,5,5,3,5,5,5,5,1,5,5,3,3,1,5,3,5,1,5,5,1,5,1,1,5,1,3,5,3,5,3,1,5,274,3.0,0,547,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
219,1,1,0,1,1,0,0,1,0,0,1,1,1,3,5,5,3,4,3,5,3,2,3,2,2,3,2,4,2,2,3,3,3,4,5,4,5,5,4,5,4,5,5,4,3,3,4,3,1,3,3,3,3,3,2,4,4,3,3,5,4,3,4,3,5,167,2.833333333333333,0,391,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
140,1,1,1,1,1,0,0,1,0,0,1,1,1,3,1,1,1,1,2,4,1,1,1,1,1,2,1,1,4,4,2,4,3,1,4,2,4,4,3,3,2,3,4,4,3,4,4,4,1,5,4,3,2,3,5,5,5,5,4,5,4,4,4,5,8,143,3.1666666666666665,0,291,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
108,1,1,1,1,1,1,1,1,0,1,1,1,1,3,3,3,2,3,4,5,3,3,3,3,3,2,2,1,4,3,4,4,3,2,5,5,4,5,5,4,5,4,4,4,2,2,3,2,2,2,2,3,2,2,5,5,4,5,4,4,4,4,5,5,3,157,2.75,0,268,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
185,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,3,2,3,1,4,2,5,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,5,2,2,2,3,3,4,3,2,2,1,4,2,2,3,4,2,4,3,5,5,4,5,5,5,31,171,2.0,0,387,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
318,1,0,1,1,1,0,1,1,0,0,1,1,1,3,5,5,5,5,5,5,4,4,5,4,4,3,3,3,4,4,4,3,3,4,4,5,3,4,5,4,5,3,4,3,2,4,4,5,4,5,4,4,4,3,4,4,3,3,4,5,4,2,2,4,411,257,3.4166666666666665,1,986,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
173,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,3,3,3,3,2,3,2,3,1,2,3,1,3,1,1,1,1,1,2,2,3,3,4,3,5,3,3,4,4,4,2,5,1,4,2,4,4,4,3,2,4,5,4,5,5,3,3,5,5,5,164,3.333333333333333,1,342,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
155,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,3,2,2,2,3,2,2,2,2,4,4,2,3,2,3,4,4,2,3,2,3,2,3,3,2,3,3,2,2,4,4,4,4,3,4,4,3,4,4,2,4,4,4,4,4,4,2,4,4,494,174,3.5,1,823,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
144,1,1,0,1,1,0,0,1,0,1,1,1,1,2,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,1,1,5,5,2,5,1,2,2,3,5,2,1,5,1,1,4,3,1,1,2,1,1,1,1,5,5,5,5,1,5,2,2,5,3,170,1.8333333333333333,0,317,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
283,1,1,0,1,1,0,0,1,0,0,0,0,1,7,1,1,1,1,5,1,1,3,1,1,1,1,1,5,1,1,1,1,1,1,3,1,1,5,5,5,1,5,5,5,3,1,5,1,3,1,1,1,3,5,1,5,5,5,1,5,1,3,5,5,19,228,2.4166666666666665,0,530,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
393,1,1,1,1,1,0,0,1,0,0,0,1,1,6,1,3,5,1,5,2,3,2,5,4,1,5,1,5,2,2,2,3,5,2,5,5,2,5,5,5,5,5,5,5,5,1,5,1,3,5,3,3,5,5,5,3,1,4,5,5,5,4,4,5,21,516,3.4166666666666665,1,930,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
554,1,1,0,1,1,0,0,1,0,0,1,1,1,2,1,2,5,1,1,2,1,2,4,1,4,4,1,2,3,3,5,4,4,2,5,4,5,5,5,5,4,3,5,3,4,4,4,4,2,3,4,5,2,2,4,4,5,4,2,4,4,4,4,3,8,148,3.25,0,710,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
222,1,1,0,1,1,0,0,1,0,0,1,1,1,3,3,2,3,4,5,4,4,4,2,2,5,4,3,3,5,5,5,4,5,5,2,4,5,4,5,3,5,3,5,4,4,4,5,4,5,4,3,5,4,1,3,5,3,5,4,5,4,1,3,4,4,267,4.083333333333333,1,493,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
222,0,0,0,1,0,0,0,1,0,0,0,1,1,3,2,2,2,2,2,2,1,1,1,1,2,2,2,4,2,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,3,2,2,3,2,4,3,4,3,2,3,4,4,26,193,2.333333333333333,0,441,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
72,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,4,2,1,1,1,1,5,5,5,4,5,5,5,4,4,2,5,4,5,4,4,5,5,3,5,5,5,5,4,5,3,2,5,5,5,5,6,81,2.5,0,159,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
158,1,1,0,1,0,0,0,1,0,1,1,1,1,2,2,3,2,3,2,3,3,3,3,2,3,2,3,3,4,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,51,178,3.5,1,387,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
216,1,1,0,1,1,0,1,1,0,1,1,1,1,4,4,5,4,5,5,5,5,5,1,5,2,1,1,3,1,2,3,4,1,5,5,5,5,5,3,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,4,4,3,3,4,3,4,4,4,5,56,300,4.0,1,572,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
477,1,1,0,1,0,0,0,1,0,0,0,1,1,3,5,5,4,3,5,5,4,4,5,5,2,4,1,4,2,2,3,4,4,4,3,5,5,4,4,4,4,4,4,1,5,1,5,4,4,3,4,1,4,2,4,4,3,4,5,4,5,2,3,5,12,306,3.4166666666666665,1,795,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
218,1,1,0,1,1,0,0,1,0,0,1,1,1,2,3,2,4,4,2,5,1,3,4,2,4,4,2,2,2,3,4,5,3,3,3,2,5,3,2,4,2,2,3,4,4,5,1,5,2,2,5,2,2,3,3,4,4,2,3,4,4,3,3,4,13,303,3.6666666666666665,1,534,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
115,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,4,3,4,2,4,3,2,5,3,4,3,2,2,2,4,1,1,2,1,5,4,4,5,4,5,5,4,5,3,3,2,4,4,1,1,2,5,3,5,5,5,5,5,4,5,5,5,5,5,57,122,3.6666666666666665,1,294,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
159,1,1,1,1,1,0,0,1,0,1,1,1,1,4,1,1,2,1,3,2,2,1,1,1,4,4,4,3,4,4,4,4,4,4,2,2,3,2,2,3,2,3,2,2,4,3,3,4,2,2,3,3,4,4,4,4,4,4,4,4,5,4,4,4,25,132,2.25,0,316,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
140,0,0,0,0,1,0,0,1,0,0,0,0,1,2,4,5,3,4,4,3,3,3,3,3,2,3,3,3,2,2,2,2,2,4,3,4,3,4,4,4,4,3,4,4,2,2,2,3,3,2,3,3,2,3,4,4,4,2,4,4,4,4,4,4,28,198,2.5,0,366,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
179,1,1,0,1,1,0,0,1,0,0,1,1,1,1,3,4,4,4,4,5,2,4,4,4,2,2,1,3,1,2,2,2,2,3,1,4,4,4,4,4,4,4,5,4,5,5,1,4,4,3,4,4,4,4,3,3,5,2,4,4,4,1,5,5,43,147,2.25,0,369,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
219,1,1,0,1,1,0,0,1,0,0,0,1,1,3,3,1,2,2,2,4,1,2,2,1,3,2,3,2,4,4,4,4,3,2,4,4,5,4,4,2,3,2,3,3,4,5,5,5,1,5,5,4,4,5,5,5,4,5,5,5,5,4,5,4,17,163,4.25,1,399,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
282,1,1,1,1,1,0,0,1,0,1,1,1,1,4,3,1,3,3,3,3,2,2,3,3,3,3,2,2,4,3,4,4,3,4,5,5,5,5,4,4,4,4,4,2,3,5,4,5,4,4,3,5,3,4,4,5,4,5,4,4,4,3,4,3,12,224,4.0,1,518,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
414,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3,3,3,3,2,4,2,3,2,4,4,4,3,2,2,4,2,4,4,4,2,4,5,4,4,4,4,2,3,4,4,4,4,3,4,5,4,4,4,3,3,3,4,4,4,3,3,2,4,4,2,432,3.8333333333333335,1,848,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
124,1,1,1,1,1,0,0,1,0,1,1,1,1,2,4,4,4,4,4,4,2,3,4,2,1,1,1,3,2,4,2,2,2,3,2,4,2,2,3,2,4,2,2,4,5,2,5,3,3,4,4,3,5,5,4,5,4,5,5,5,5,5,5,5,7,469,2.5,0,600,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,3,2,4,4,4,5,5,1,3,5,1,3,1,1,3,4,3,4,2,4,3,3,5,4,4,4,5,4,5,5,4,2,4,2,3,3,4,5,2,3,4,4,5,5,4,4,4,4,7,411,3.9166666666666665,1,685,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
241,1,1,0,1,1,0,0,1,0,0,1,1,1,3,5,5,5,5,5,1,5,5,5,5,1,4,4,4,5,5,4,4,5,5,4,5,5,3,4,5,5,4,5,5,4,4,4,5,4,5,5,5,5,4,4,4,4,4,5,5,4,2,4,5,7,298,4.5,1,546,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
614,1,1,0,1,1,0,1,1,0,1,1,1,1,1,3,3,3,3,3,4,1,1,1,5,2,2,3,2,2,5,2,2,2,1,3,4,5,4,4,4,4,3,3,3,1,1,2,1,2,1,1,3,4,3,5,4,5,4,4,5,4,3,5,5,49,551,3.1666666666666665,0,1214,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
221,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,3,1,3,5,5,1,1,1,1,5,1,2,2,1,1,3,1,1,4,5,4,5,2,5,3,5,5,5,4,4,1,3,1,5,4,4,4,5,5,5,5,5,5,1,5,3,5,5,13,117,2.9166666666666665,0,351,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
533,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,5,1,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24,435,5.0,1,992,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
158,1,1,0,1,1,1,1,1,0,1,1,1,1,2,1,4,2,2,2,5,2,2,3,1,4,3,4,4,3,3,3,2,3,4,2,4,4,2,3,2,2,3,4,3,5,5,4,4,2,4,4,3,4,4,4,4,4,4,5,4,4,4,5,5,13,293,2.333333333333333,0,464,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
187,0,1,0,0,1,0,0,1,0,1,0,0,0,5,1,1,2,1,3,1,2,2,3,1,3,5,2,3,4,3,5,5,4,3,4,4,3,4,3,5,4,3,5,4,1,1,3,3,1,2,2,1,3,4,2,3,2,4,3,4,1,2,5,3,15,266,2.333333333333333,0,468,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
85,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,5,2,4,2,3,3,3,1,2,2,1,1,3,2,1,4,2,2,3,2,2,2,1,1,1,1,1,2,3,2,1,3,3,1,1,4,4,3,4,4,1,4,2,4,4,3,9,120,1.25,0,214,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
220,1,1,0,1,0,0,0,1,0,0,0,1,1,2,1,5,2,1,2,4,1,1,1,2,1,1,1,2,1,1,2,2,2,4,5,4,5,5,5,5,2,4,5,4,4,5,5,3,2,5,5,5,2,5,2,5,5,5,2,5,5,3,5,3,124,281,4.416666666666667,1,625,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
216,1,0,0,1,1,0,0,1,0,0,0,1,0,6,1,1,3,1,1,1,1,1,1,1,1,4,3,3,1,4,1,1,1,3,1,3,3,5,5,5,5,5,5,5,3,2,5,3,5,3,2,1,2,3,3,3,3,3,3,1,2,1,4,2,3,398,2.9166666666666665,0,617,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
216,1,1,0,1,0,0,0,1,0,0,0,1,1,4,3,3,5,2,3,1,5,1,1,1,3,4,1,3,3,2,2,4,2,3,4,4,5,5,4,5,4,5,5,4,1,2,5,1,2,1,3,3,2,3,3,1,5,3,2,3,3,3,4,1,17,180,2.9166666666666665,0,413,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
320,1,0,0,1,1,0,0,1,0,0,0,1,1,2,1,4,2,1,2,2,1,1,1,1,1,4,2,2,4,3,2,3,2,2,4,3,4,4,3,3,4,3,4,2,3,3,4,3,2,2,3,3,3,3,3,1,4,1,3,1,4,2,5,3,24,261,2.833333333333333,0,605,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
248,1,0,0,1,1,0,0,1,0,0,0,1,1,2,3,4,3,1,3,4,3,3,4,1,2,4,2,1,1,2,2,4,2,4,2,4,2,4,3,3,2,3,5,3,3,4,4,4,3,4,4,2,1,4,5,4,4,4,4,5,4,4,4,4,5,263,3.25,0,516,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
714,0,0,0,1,0,0,0,1,0,0,0,0,1,5,3,1,3,4,1,3,2,4,2,2,3,3,1,4,4,3,3,4,3,4,1,5,5,5,5,4,4,4,4,4,4,4,5,3,3,4,3,4,3,3,2,2,5,4,5,5,5,3,4,4,161,929,2.9166666666666665,0,1804,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
251,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,4,3,2,3,4,4,3,1,2,4,2,3,2,2,3,4,3,2,4,4,5,5,5,5,5,4,5,3,2,4,3,3,3,2,3,3,3,3,2,2,4,3,3,3,3,3,3,3,10,225,2.6666666666666665,0,486,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
176,1,1,0,1,1,0,1,1,0,0,1,1,1,2,2,3,3,3,4,3,2,4,3,1,2,4,2,4,2,2,3,3,2,2,3,3,2,3,3,4,3,3,3,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,20,269,2.833333333333333,0,465,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
308,1,0,0,1,1,0,0,1,0,0,0,1,1,3,3,4,3,2,3,5,3,3,2,3,1,1,1,3,3,3,2,2,2,2,1,5,3,5,5,5,5,4,5,4,3,3,4,1,3,1,2,2,2,3,2,2,5,3,4,5,2,2,5,5,6,242,3.0,0,556,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
221,1,1,1,1,1,0,1,1,0,0,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,3,4,2,2,2,3,2,2,2,3,2,5,1,3,2,3,4,2,2,1,1,3,3,2,2,3,5,4,4,1,5,2,5,4,4,4,3,4,3,11,393,3.25,0,625,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
288,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,5,3,4,3,3,1,1,1,3,3,1,3,3,2,5,5,3,3,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,3,4,5,4,3,5,5,5,5,3,5,4,3,5,3,9,146,3.8333333333333335,1,443,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
245,1,1,1,1,1,0,1,1,0,1,1,1,1,2,1,4,4,2,4,4,1,5,2,3,3,4,3,3,4,3,4,3,4,3,1,4,5,5,5,5,5,4,3,4,5,3,5,5,5,4,5,5,5,4,4,5,3,5,4,4,5,4,3,4,27,233,4.333333333333333,1,505,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
141,1,1,0,1,1,0,0,1,0,1,1,1,1,1,2,4,4,3,4,4,3,3,3,4,3,4,2,2,3,4,3,4,3,3,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,2,4,4,14,135,3.583333333333333,1,290,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
250,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,3,4,3,4,3,3,2,3,3,4,3,3,3,2,3,3,4,3,3,5,4,3,4,4,3,4,4,4,4,3,5,4,3,2,2,2,4,3,3,1,4,4,4,4,2,4,2,4,4,14,224,3.9166666666666665,1,488,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
375,1,1,0,1,1,0,1,1,0,1,1,1,1,1,3,3,3,2,2,4,1,4,2,4,4,2,3,2,2,3,3,3,2,5,4,3,4,4,4,4,3,3,4,4,2,2,3,1,3,1,1,4,2,2,4,4,5,4,5,1,3,4,4,1,30,410,3.25,0,815,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
217,1,1,0,1,1,0,1,1,0,0,1,1,1,3,3,5,5,4,4,5,2,4,4,2,5,5,3,3,4,4,5,5,4,5,5,3,5,4,5,4,4,4,4,4,4,5,5,5,2,5,5,4,4,4,3,1,4,1,4,4,5,1,3,4,7,165,4.0,1,389,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
305,1,1,0,1,1,0,0,1,0,1,1,1,1,3,4,5,3,2,4,5,1,1,3,2,4,3,2,2,4,3,2,4,2,5,4,4,4,4,4,2,4,5,3,3,2,4,3,4,1,3,4,3,3,3,4,5,4,5,3,5,5,4,4,3,169,454,2.6666666666666665,0,928,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
215,1,1,1,1,1,0,0,1,1,0,1,1,1,3,4,5,1,4,4,4,4,3,3,4,2,4,3,3,5,5,4,4,4,4,4,4,4,4,5,4,4,4,3,3,1,3,4,4,2,4,1,4,2,2,3,4,5,5,2,5,3,3,3,3,4,259,3.25,0,478,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
474,1,1,0,1,1,0,0,1,0,0,1,1,1,8,1,5,3,3,4,4,3,3,3,3,2,2,3,3,3,4,2,2,3,3,3,4,5,3,3,4,3,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,3,2,3,4,3,3,4,4,9,338,2.9166666666666665,0,821,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
240,1,1,0,1,1,0,0,1,0,0,1,1,1,3,4,4,5,4,5,4,3,4,5,4,3,4,3,3,2,2,3,3,2,3,2,4,2,3,4,2,4,2,4,3,2,2,3,5,1,4,4,4,3,4,3,5,4,5,3,5,3,3,2,4,56,315,2.6666666666666665,0,611,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
149,1,1,1,1,1,0,0,1,0,1,1,1,1,4,4,5,3,3,5,5,3,4,2,5,1,1,1,1,1,5,2,3,1,1,5,3,5,5,5,5,3,4,5,5,2,1,4,3,1,1,5,4,4,2,4,5,5,5,5,5,4,3,5,5,5,202,1.75,0,356,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
508,1,1,0,1,1,0,0,1,0,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,4,1,2,4,2,1,4,1,3,2,3,1,3,4,4,2,5,1,2,2,5,2,4,1,5,4,5,5,3,4,2,2,2,2,2,4,2,3,2,14,1324,3.333333333333333,1,1846,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
412,1,1,0,0,1,1,1,1,0,0,1,1,1,6,4,1,4,3,4,3,1,3,5,3,5,4,1,3,4,4,5,4,4,4,2,4,4,4,5,4,2,4,4,4,5,4,4,4,5,4,4,4,4,4,5,5,4,5,4,2,4,2,4,4,41,450,4.5,1,903,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
270,1,1,0,0,1,0,0,1,0,0,1,1,1,4,3,5,5,4,5,1,5,3,1,3,3,4,5,1,3,1,4,5,5,5,1,5,5,5,4,5,4,5,5,5,3,3,4,5,3,1,2,4,4,3,5,3,1,4,3,3,4,2,3,2,21,283,2.9166666666666665,0,574,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
148,1,1,0,1,1,0,1,1,0,0,0,1,1,2,1,2,4,2,2,4,2,2,4,2,3,3,2,2,2,3,2,3,3,4,4,4,4,4,2,4,4,4,4,4,3,2,4,3,3,2,4,3,4,3,2,3,4,3,4,4,4,4,4,4,12,158,3.5,1,318,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
162,1,0,0,1,1,0,1,1,0,0,1,1,1,2,2,2,4,1,2,3,4,1,1,1,1,2,1,3,2,2,1,1,1,2,4,4,2,5,4,5,4,5,5,3,4,1,5,2,2,2,4,3,5,3,2,3,5,3,3,3,4,3,5,4,15,161,2.333333333333333,0,338,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
248,1,0,0,1,1,1,0,1,0,1,1,1,0,1,3,2,5,3,4,3,3,3,4,2,4,4,3,3,1,2,1,4,2,3,4,5,4,5,3,4,3,5,4,5,4,4,3,2,3,2,5,3,5,4,3,3,5,4,4,5,3,3,4,3,12,1061,2.833333333333333,0,1321,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
305,1,1,1,1,1,0,0,1,0,0,1,1,1,1,2,1,1,3,2,1,2,3,2,5,2,2,2,2,2,2,3,3,2,3,4,4,4,3,4,4,4,3,3,2,1,3,4,2,2,3,3,4,3,3,4,4,3,3,2,4,3,3,5,4,4,337,2.75,0,646,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
191,1,1,0,1,1,0,0,1,0,1,1,1,1,2,1,5,2,2,2,4,2,1,1,1,2,2,2,2,2,2,4,5,2,4,5,5,4,4,4,5,4,4,5,4,5,5,4,5,4,5,5,5,5,4,2,3,3,4,2,4,2,2,4,4,7,226,4.083333333333333,1,424,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
133,1,1,1,1,1,0,0,1,0,1,1,1,1,2,4,4,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,2,3,4,4,4,4,4,4,3,4,4,4,13,141,2.9166666666666665,0,287,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
176,0,1,1,1,1,0,0,1,0,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,2,3,2,2,3,4,4,4,3,3,3,2,3,1,1,2,1,4,1,1,2,4,4,4,4,5,4,2,3,4,2,3,4,2,3,3,4,2,5,5,10,168,2.333333333333333,0,354,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
